Mod:Item:MetaData, Localized Name
mysticalagriculture:nether_quartz_essence, Nether Quartz Essence
mysticalagriculture:glowstone_essence, Glowstone Essence
mysticalagriculture:redstone_essence, Redstone Essence
mysticalagriculture:obsidian_essence, Obsidian Essence
mysticalagriculture:gold_essence, Gold Essence
mysticalagriculture:lapis_lazuli_essence, Lapis Lazuli Essence
mysticalagriculture:end_essence, End Essence
mysticalagriculture:experience_essence, Experience Essence
mysticalagriculture:diamond_essence, Diamond Essence
mysticalagriculture:emerald_essence, Emerald Essence
mysticalagriculture:zombie_essence, Zombie Essence
mysticalagriculture:pig_essence, Pig Essence
mysticalagriculture:chicken_essence, Chicken Essence
mysticalagriculture:cow_essence, Cow Essence
mysticalagriculture:sheep_essence, Sheep Essence
mysticalagriculture:slime_essence, Slime Essence
mysticalagriculture:skeleton_essence, Skeleton Essence
mysticalagriculture:creeper_essence, Creeper Essence
mysticalagriculture:spider_essence, Spider Essence
mysticalagriculture:rabbit_essence, Rabbit Essence
mysticalagriculture:guardian_essence, Guardian Essence
mysticalagriculture:blaze_essence, Blaze Essence
mysticalagriculture:ghast_essence, Ghast Essence
mysticalagriculture:enderman_essence, Enderman Essence
mysticalagriculture:wither_skeleton_essence, Wither Skeleton Essence
mysticalagriculture:silicon_essence, Silicon Essence
mysticalagriculture:sulfur_essence, Sulfur Essence
mysticalagriculture:aluminum_essence, Aluminum Essence
mysticalagriculture:copper_essence, Copper Essence
mysticalagriculture:saltpeter_essence, Saltpeter Essence
mysticalagriculture:tin_essence, Tin Essence
mysticalagriculture:bronze_essence, Bronze Essence
mysticalagriculture:brass_essence, Brass Essence
mysticalagriculture:silver_essence, Silver Essence
mysticalagriculture:lead_essence, Lead Essence
mysticalagriculture:graphite_essence, Graphite Essence
mysticalagriculture:steel_essence, Steel Essence
mysticalagriculture:nickel_essence, Nickel Essence
mysticalagriculture:constantan_essence, Constantan Essence
mysticalagriculture:electrum_essence, Electrum Essence
mysticalagriculture:invar_essence, Invar Essence
mysticalagriculture:mithril_essence, Mithril Essence
mysticalagriculture:uranium_essence, Uranium Essence
mysticalagriculture:platinum_essence, Platinum Essence
mysticalagriculture:iridium_essence, Iridium Essence
mysticalagriculture:ruby_essence, Ruby Essence
mysticalagriculture:sapphire_essence, Sapphire Essence
mysticalagriculture:peridot_essence, Peridot Essence
mysticalagriculture:amber_essence, Amber Essence
mysticalagriculture:topaz_essence, Topaz Essence
mysticalagriculture:malachite_essence, Malachite Essence
mysticalagriculture:tanzanite_essence, Tanzanite Essence
mysticalagriculture:blizz_essence, Blizz Essence
mysticalagriculture:blitz_essence, Blitz Essence
mysticalagriculture:basalz_essence, Basalz Essence
mysticalagriculture:signalum_essence, Signalum Essence
mysticalagriculture:lumium_essence, Lumium Essence
mysticalagriculture:enderium_essence, Enderium Essence
mysticalagriculture:hop_graphite_essence, HOP Graphite Essence
mysticalagriculture:aluminum_brass_essence, Aluminum Brass Essence
mysticalagriculture:knightslime_essence, Knightslime Essence
mysticalagriculture:ardite_essence, Ardite Essence
mysticalagriculture:cobalt_essence, Cobalt Essence
mysticalagriculture:manyullyn_essence, Manyullyn Essence
mysticalagriculture:grains_of_infinity_essence, Grains of Infinity Essence
mysticalagriculture:electrical_steel_essence, Electrical Steel Essence
mysticalagriculture:redstone_alloy_essence, Redstone Alloy Essence
mysticalagriculture:conductive_iron_essence, Conductive Iron Essence
mysticalagriculture:soularium_essence, Soularium Essence
mysticalagriculture:dark_steel_essence, Dark Steel Essence
mysticalagriculture:pulsating_iron_essence, Pulsating Iron Essence
mysticalagriculture:energetic_alloy_essence, Energetic Alloy Essence
mysticalagriculture:vibrant_alloy_essence, Vibrant Alloy Essence
mysticalagriculture:end_steel_essence, End Steel Essence
mysticalagriculture:quicksilver_essence, Quicksilver Essence
mysticalagriculture:thaumium_essence, Thaumium Essence
mysticalagriculture:void_metal_essence, Void Metal Essence
mysticalagriculture:osmium_essence, Osmium Essence
mysticalagriculture:glowstone_ingot_essence, Glowstone Ingot Essence
mysticalagriculture:refined_obsidian_essence, Refined Obsidian Essence
mysticalagriculture:marble_essence, Marble Essence
mysticalagriculture:limestone_essence, Limestone Essence
mysticalagriculture:basalt_essence, Basalt Essence
mysticalagriculture:apatite_essence, Apatite Essence
mysticalagriculture:electrotine_essence, Electrotine Essence
mysticalagriculture:thorium_essence, Thorium Essence
mysticalagriculture:boron_essence, Boron Essence
mysticalagriculture:lithium_essence, Lithium Essence
mysticalagriculture:magnesium_essence, Magnesium Essence
mysticalagriculture:aquamarine_essence, Aquamarine Essence
mysticalagriculture:starmetal_essence, Starmetal Essence
mysticalagriculture:rock_crystal_essence, Rock Crystal Essence
mysticalagriculture:ender_amethyst_essence, Ender Amethyst Essence
mysticalagriculture:sky_stone_essence, Sky Stone Essence
mysticalagriculture:certus_quartz_essence, Certus Quartz Essence
mysticalagriculture:fluix_essence, Fluix Essence
mysticalagriculture:tier1_inferium_seeds, Inferium Seeds
mysticalagriculture:tier2_inferium_seeds, Inferium Seeds
mysticalagriculture:tier3_inferium_seeds, Inferium Seeds
mysticalagriculture:tier4_inferium_seeds, Inferium Seeds
mysticalagriculture:tier5_inferium_seeds, Inferium Seeds
mysticalagriculture:stone_seeds, Stone Seeds
mysticalagriculture:dirt_seeds, Dirt Seeds
mysticalagriculture:nature_seeds, Nature Seeds
mysticalagriculture:wood_seeds, Wood Seeds
mysticalagriculture:water_seeds, Water Seeds
mysticalagriculture:ice_seeds, Ice Seeds
mysticalagriculture:fire_seeds, Fire Seeds
mysticalagriculture:dye_seeds, Dye Seeds
mysticalagriculture:nether_seeds, Nether Seeds
mysticalagriculture:coal_seeds, Coal Seeds
mysticalagriculture:iron_seeds, Iron Seeds
mysticalagriculture:nether_quartz_seeds, Nether Quartz Seeds
mysticalagriculture:glowstone_seeds, Glowstone Seeds
mysticalagriculture:redstone_seeds, Redstone Seeds
mysticalagriculture:obsidian_seeds, Obsidian Seeds
mysticalagriculture:gold_seeds, Gold Seeds
mysticalagriculture:lapis_lazuli_seeds, Lapis Lazuli Seeds
mysticalagriculture:end_seeds, End Seeds
mysticalagriculture:experience_seeds, Experience Seeds
mysticalagriculture:diamond_seeds, Diamond Seeds
mysticalagriculture:emerald_seeds, Emerald Seeds
mysticalagriculture:zombie_seeds, Zombie Seeds
mysticalagriculture:pig_seeds, Pig Seeds
mysticalagriculture:chicken_seeds, Chicken Seeds
mysticalagriculture:cow_seeds, Cow Seeds
mysticalagriculture:sheep_seeds, Sheep Seeds
mysticalagriculture:slime_seeds, Slime Seeds
mysticalagriculture:skeleton_seeds, Skeleton Seeds
mysticalagriculture:creeper_seeds, Creeper Seeds
mysticalagriculture:spider_seeds, Spider Seeds
mysticalagriculture:rabbit_seeds, Rabbit Seeds
mysticalagriculture:guardian_seeds, Guardian Seeds
mysticalagriculture:blaze_seeds, Blaze Seeds
mysticalagriculture:ghast_seeds, Ghast Seeds
mysticalagriculture:enderman_seeds, Enderman Seeds
mysticalagriculture:wither_skeleton_seeds, Wither Skeleton Seeds
mysticalagriculture:silicon_seeds, Silicon Seeds
mysticalagriculture:sulfur_seeds, Sulfur Seeds
mysticalagriculture:aluminum_seeds, Aluminum Seeds
mysticalagriculture:copper_seeds, Copper Seeds
mysticalagriculture:saltpeter_seeds, Saltpeter Seeds
mysticalagriculture:tin_seeds, Tin Seeds
mysticalagriculture:bronze_seeds, Bronze Seeds
mysticalagriculture:brass_seeds, Brass Seeds
mysticalagriculture:silver_seeds, Silver Seeds
mysticalagriculture:lead_seeds, Lead Seeds
mysticalagriculture:graphite_seeds, Graphite Seeds
mysticalagriculture:steel_seeds, Steel Seeds
mysticalagriculture:nickel_seeds, Nickel Seeds
mysticalagriculture:constantan_seeds, Constantan Seeds
mysticalagriculture:electrum_seeds, Electrum Seeds
mysticalagriculture:invar_seeds, Invar Seeds
mysticalagriculture:mithril_seeds, Mithril Seeds
mysticalagriculture:uranium_seeds, Uranium Seeds
mysticalagriculture:platinum_seeds, Platinum Seeds
mysticalagriculture:iridium_seeds, Iridium Seeds
mysticalagriculture:ruby_seeds, Ruby Seeds
mysticalagriculture:sapphire_seeds, Sapphire Seeds
mysticalagriculture:peridot_seeds, Peridot Seeds
mysticalagriculture:amber_seeds, Amber Seeds
mysticalagriculture:topaz_seeds, Topaz Seeds
mysticalagriculture:malachite_seeds, Malachite Seeds
mysticalagriculture:tanzanite_seeds, Tanzanite Seeds
mysticalagriculture:blizz_seeds, Blizz Seeds
mysticalagriculture:blitz_seeds, Blitz Seeds
mysticalagriculture:basalz_seeds, Basalz Seeds
mysticalagriculture:signalum_seeds, Signalum Seeds
mysticalagriculture:lumium_seeds, Lumium Seeds
mysticalagriculture:enderium_seeds, Enderium Seeds
mysticalagriculture:hop_graphite_seeds, HOP Graphite Seeds
mysticalagriculture:aluminum_brass_seeds, Aluminum Brass Seeds
mysticalagriculture:knightslime_seeds, Knightslime Seeds
mysticalagriculture:ardite_seeds, Ardite Seeds
mysticalagriculture:cobalt_seeds, Cobalt Seeds
mysticalagriculture:manyullyn_seeds, Manyullyn Seeds
mysticalagriculture:grains_of_infinity_seeds, Grains of Infinity Seeds
mysticalagriculture:electrical_steel_seeds, Electrical Steel Seeds
mysticalagriculture:redstone_alloy_seeds, Redstone Alloy Seeds
mysticalagriculture:conductive_iron_seeds, Conductive Iron Seeds
mysticalagriculture:soularium_seeds, Soularium Seeds
mysticalagriculture:dark_steel_seeds, Dark Steel Seeds
mysticalagriculture:pulsating_iron_seeds, Pulsating Iron Seeds
mysticalagriculture:energetic_alloy_seeds, Energetic Alloy Seeds
mysticalagriculture:vibrant_alloy_seeds, Vibrant Alloy Seeds
mysticalagriculture:end_steel_seeds, End Steel Seeds
mysticalagriculture:quicksilver_seeds, Quicksilver Seeds
mysticalagriculture:thaumium_seeds, Thaumium Seeds
mysticalagriculture:void_metal_seeds, Void Metal Seeds
mysticalagriculture:osmium_seeds, Osmium Seeds
mysticalagriculture:glowstone_ingot_seeds, Glowstone Ingot Seeds
mysticalagriculture:refined_obsidian_seeds, Refined Obsidian Seeds
mysticalagriculture:marble_seeds, Marble Seeds
mysticalagriculture:limestone_seeds, Limestone Seeds
mysticalagriculture:basalt_seeds, Basalt Seeds
mysticalagriculture:apatite_seeds, Apatite Seeds
mysticalagriculture:electrotine_seeds, Electrotine Seeds
mysticalagriculture:thorium_seeds, Thorium Seeds
mysticalagriculture:boron_seeds, Boron Seeds
mysticalagriculture:lithium_seeds, Lithium Seeds
mysticalagriculture:magnesium_seeds, Magnesium Seeds
mysticalagriculture:aquamarine_seeds, Aquamarine Seeds
mysticalagriculture:starmetal_seeds, Starmetal Seeds
mysticalagriculture:rock_crystal_seeds, Rock Crystal Seeds
mysticalagriculture:ender_amethyst_seeds, Ender Amethyst Seeds
mysticalagriculture:sky_stone_seeds, Sky Stone Seeds
mysticalagriculture:certus_quartz_seeds, Certus Quartz Seeds
mysticalagriculture:fluix_seeds, Fluix Seeds
mysticalagriculture:gear:0, §eInferium Tool Core
mysticalagriculture:gear:1, §aPrudentium Tool Core
mysticalagriculture:gear:2, §6Intermedium Tool Core
mysticalagriculture:gear:3, §bSuperium Tool Core
mysticalagriculture:gear:4, §cSupremium Tool Core
mysticalagriculture:gear:5, §eInferium Armor Core
mysticalagriculture:gear:6, §aPrudentium Armor Core
mysticalagriculture:gear:7, §6Intermedium Armor Core
mysticalagriculture:gear:8, §bSuperium Armor Core
mysticalagriculture:gear:9, §cSupremium Armor Core
mysticalagriculture:gear:15, §eInferium Arrow Head
mysticalagriculture:gear:16, §aPrudentium Arrow Head
mysticalagriculture:gear:17, §6Intermedium Arrow Head
mysticalagriculture:gear:18, §bSuperium Arrow Head
mysticalagriculture:gear:19, §cSupremium Arrow Head
mysticalagriculture:charm:0, Blank Charm
mysticalagriculture:charm:1, Charm: Night Vision
mysticalagriculture:charm:2, Charm: Absorption
mysticalagriculture:charm:3, Charm: Wither Resistance
mysticalagriculture:charm:4, Charm: Antivenom
mysticalagriculture:charm:5, Charm: Fire Resistance
mysticalagriculture:charm:6, Charm: Resistance
mysticalagriculture:charm:7, Charm: Strength
mysticalagriculture:charm:8, Charm: Strength 2
mysticalagriculture:charm:9, Charm: Speed
mysticalagriculture:charm:10, Charm: Jump Boost
mysticalagriculture:charm:11, Charm: Miner's Vision
mysticalagriculture:charm:12, Charm: Rainbow
mysticalagriculture:charm:13, Charm: Quick Draw
mysticalagriculture:charm:14, Charm: Triple Shot
mysticalagriculture:charm:15, Charm: Mining AOE
mysticalagriculture:charm:16, Charm: Attack AOE
mysticalagriculture:charm:17, Charm: Tilling AOE
mysticalagriculture:charm:18, Charm: Shearing AOE
mysticalagriculture:charm:19, Charm: Reaping AOE
mysticalagriculture:charm:20, Charm: Scything AOE
mysticalagriculture:inferium_arrow, §eInferium Arrow
mysticalagriculture:prudentium_arrow, §aPrudentium Arrow
mysticalagriculture:intermedium_arrow, §6Intermedium Arrow
mysticalagriculture:superium_arrow, §bSuperium Arrow
mysticalagriculture:supremium_arrow, §cSupremium Arrow
mysticalagriculture:inferium_sword, §eInferium Sword
mysticalagriculture:inferium_pickaxe, §eInferium Pickaxe
mysticalagriculture:inferium_shovel, §eInferium Shovel
mysticalagriculture:inferium_axe, §eInferium Axe
mysticalagriculture:inferium_hoe, §eInferium Hoe
mysticalagriculture:inferium_shears, §eInferium Shears
mysticalagriculture:inferium_bow, §eInferium Bow
mysticalagriculture:inferium_sickle, §eInferium Sickle
mysticalagriculture:inferium_scythe, §eInferium Scythe
mysticalagriculture:inferium_fishing_rod, §eInferium Fishing Rod
mysticalagriculture:prudentium_sword, §aPrudentium Sword
mysticalagriculture:prudentium_pickaxe, §aPrudentium Pickaxe
mysticalagriculture:prudentium_shovel, §aPrudentium Shovel
mysticalagriculture:prudentium_axe, §aPrudentium Axe
mysticalagriculture:prudentium_hoe, §aPrudentium Hoe
mysticalagriculture:prudentium_shears, §aPrudentium Shears
mysticalagriculture:prudentium_bow, §aPrudentium Bow
mysticalagriculture:prudentium_sickle, §aPrudentium Sickle
mysticalagriculture:prudentium_scythe, §aPrudentium Scythe
mysticalagriculture:prudentium_fishing_rod, §aPrudentium Fishing Rod
mysticalagriculture:intermedium_sword, §6Intermedium Sword
mysticalagriculture:intermedium_pickaxe, §6Intermedium Pickaxe
mysticalagriculture:intermedium_shovel, §6Intermedium Shovel
mysticalagriculture:intermedium_axe, §6Intermedium Axe
mysticalagriculture:intermedium_hoe, §6Intermedium Hoe
mysticalagriculture:intermedium_shears, §6Intermedium Shears
mysticalagriculture:intermedium_bow, §6Intermedium Bow
mysticalagriculture:intermedium_sickle, §6Intermedium Sickle
mysticalagriculture:intermedium_scythe, §6Intermedium Scythe
mysticalagriculture:intermedium_fishing_rod, §6Intermedium Fishing Rod
mysticalagriculture:superium_sword, §bSuperium Sword
mysticalagriculture:superium_pickaxe, §bSuperium Pickaxe
mysticalagriculture:superium_shovel, §bSuperium Shovel
mysticalagriculture:superium_axe, §bSuperium Axe
mysticalagriculture:superium_hoe, §bSuperium Hoe
mysticalagriculture:superium_shears, §bSuperium Shears
mysticalagriculture:superium_bow, §bSuperium Bow
mysticalagriculture:superium_sickle, §bSuperium Sickle
mysticalagriculture:superium_scythe, §bSuperium Scythe
mysticalagriculture:superium_fishing_rod, §bSuperium Fishing Rod
mysticalagriculture:supremium_sword, §cSupremium Sword
mysticalagriculture:supremium_pickaxe, §cSupremium Pickaxe
mysticalagriculture:supremium_shovel, §cSupremium Shovel
mysticalagriculture:supremium_axe, §cSupremium Axe
mysticalagriculture:supremium_hoe, §cSupremium Hoe
mysticalagriculture:supremium_shears, §cSupremium Shears
mysticalagriculture:supremium_bow, §cSupremium Bow
mysticalagriculture:supremium_sickle, §cSupremium Sickle
mysticalagriculture:supremium_scythe, §cSupremium Scythe
mysticalagriculture:supremium_fishing_rod, §cSupremium Fishing Rod
mysticalagriculture:inferium_helmet, §eInferium Helmet
mysticalagriculture:inferium_chestplate, §eInferium Chestplate
mysticalagriculture:inferium_leggings, §eInferium Leggings
mysticalagriculture:inferium_boots, §eInferium Boots
mysticalagriculture:prudentium_helmet, §aPrudentium Helmet
mysticalagriculture:prudentium_chestplate, §aPrudentium Chestplate
mysticalagriculture:prudentium_leggings, §aPrudentium Leggings
mysticalagriculture:prudentium_boots, §aPrudentium Boots
mysticalagriculture:intermedium_helmet, §6Intermedium Helmet
mysticalagriculture:intermedium_chestplate, §6Intermedium Chestplate
mysticalagriculture:intermedium_leggings, §6Intermedium Leggings
mysticalagriculture:intermedium_boots, §6Intermedium Boots
mysticalagriculture:superium_helmet, §bSuperium Helmet
mysticalagriculture:superium_chestplate, §bSuperium Chestplate
mysticalagriculture:superium_leggings, §bSuperium Leggings
mysticalagriculture:superium_boots, §bSuperium Boots
mysticalagriculture:supremium_helmet, §cSupremium Helmet
mysticalagriculture:supremium_chestplate, §cSupremium Chestplate
mysticalagriculture:supremium_leggings, §cSupremium Leggings
mysticalagriculture:supremium_boots, §cSupremium Boots
structurize:sceptergold, Building Tool
structurize:shapetool, Shape Tool
structurize:sceptersteel, Scan Tool
structurize:cactusdoor, Cactus Door
structurize:caliper, Caliper
structurize:blocksolidsubstitution, tile.structurize.blockSolidSubstitution.name
structurize:blocksubstitution, Placeholderblock
structurize:blockpaperwall:0, Paper wall
structurize:blockpaperwall:1, Paper wall
structurize:blockpaperwall:2, Paper wall
structurize:blockpaperwall:3, Paper wall
structurize:blockshingle_oak, Oak Shingle
structurize:blockshingle_birch, Birch Shingle
structurize:blockshingle_jungle, Jungle Shingle
structurize:blockshingle_spruce, Spruce Shingle
structurize:blockshingle_dark_oak, Dark Oak Shingle
structurize:blockshingle_acacia, Acacia Shingle
structurize:blockshingleslab, Shingle slab
structurize:blockcactusplank, Cactus Plank
structurize:blockcactustrapdoor, Cactus Trapdoor
structurize:blockcactusstair, tile.structurize.blockcactusstair.name
structurize:blockcactusslab_half:0, Cactus Slab
structurize:blockcactusfence, Cactus Fence
structurize:blockcactusfencegate, Cactus Fence Gate
structurize:blocktimberframe_oak_plain,  Oak Plain Timber Frame
structurize:blocktimberframe_oak_doublecrossed,  Oak Crossed Timber Frame
structurize:blocktimberframe_oak_framed,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_sideframed,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_gateframed,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_onecrossedlr,  Oak Left-Right Diagonal Timber Frame
structurize:blocktimberframe_oak_onecrossedrl,  Oak Right-Left Diagonal Timber Frame
structurize:blocktimberframe_oak_downgated,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_horizontalplain,  Oak Horizontal Timber Frame
structurize:blocktimberframe_oak_horizontalnocap,  Oak Horizontal Timber Frame
structurize:blocktimberframe_spruce_plain,  Spruce Plain Timber Frame
structurize:blocktimberframe_spruce_doublecrossed,  Spruce Crossed Timber Frame
structurize:blocktimberframe_spruce_framed,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_sideframed,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_gateframed,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_onecrossedlr,  Spruce Right-Left Diagonal Timber Frame
structurize:blocktimberframe_spruce_onecrossedrl,  Spruce Left-Right Diagonal Timber Frame
structurize:blocktimberframe_spruce_downgated,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_horizontalplain,  Spruce Horizontal Timber Frame
structurize:blocktimberframe_spruce_horizontalnocap,  Spruce Horizontal Timber Frame
structurize:blocktimberframe_birch_plain,  Birch Plain Timber Frame
structurize:blocktimberframe_birch_doublecrossed,  Birch Crossed Timber Frame
structurize:blocktimberframe_birch_framed,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_sideframed,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_gateframed,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_onecrossedlr,  Birch Right-Left Diagonal Timber Frame
structurize:blocktimberframe_birch_onecrossedrl,  Birch Left-Right Diagonal Timber Frame
structurize:blocktimberframe_birch_downgated,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_horizontalplain,  Birch Horizontal Timber Frame
structurize:blocktimberframe_birch_horizontalnocap,  Birch Horizontal Timber Frame
structurize:blocktimberframe_jungle_plain,  Jungle Plain Timber Frame
structurize:blocktimberframe_jungle_doublecrossed,  Jungle Crossed Timber Frame
structurize:blocktimberframe_jungle_framed,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_sideframed,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_gateframed,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_onecrossedlr,  Jungle Right-Left Diagonal Timber Frame
structurize:blocktimberframe_jungle_onecrossedrl,  Jungle Left-Right Diagonal Timber Frame
structurize:blocktimberframe_jungle_downgated,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_horizontalplain,  Jungle Horizontal Timber Frame
structurize:blocktimberframe_jungle_horizontalnocap,  Jungle Horizontal Timber Frame
structurize:blocktimberframe_acacia_plain,  Acacia Plain Timber Frame
structurize:blocktimberframe_acacia_doublecrossed,  Acacia Crossed Timber Frame
structurize:blocktimberframe_acacia_framed,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_sideframed,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_gateframed,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_onecrossedlr,  Acacia Right-Left Diagonal Timber Frame
structurize:blocktimberframe_acacia_onecrossedrl,  Acacia Left-Right Diagonal Timber Frame
structurize:blocktimberframe_acacia_downgated,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_horizontalplain,  Acacia Horizontal Timber Frame
structurize:blocktimberframe_acacia_horizontalnocap,  Acacia Horizontal Timber Frame
structurize:blocktimberframe_dark_oak_plain,  Dark Oak Plain Timber Frame
structurize:blocktimberframe_dark_oak_doublecrossed,  Dark Oak Crossed Timber Frame
structurize:blocktimberframe_dark_oak_framed,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_sideframed,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_gateframed,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_onecrossedlr,  Dark Oak Right-Left Diagonal Timber Frame
structurize:blocktimberframe_dark_oak_onecrossedrl,  Dark Oak Left-Right Diagonal Timber Frame
structurize:blocktimberframe_dark_oak_downgated,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_horizontalplain,  Dark Oak Horizontal Timber Frame
structurize:blocktimberframe_dark_oak_horizontalnocap,  Dark Oak Horizontal Timber Frame
structurize:multiblock, MultiBlock
minecolonies:supplychestdeployer, SupplyShip Chest
minecolonies:scepterpermission, PermissionScepter
minecolonies:caliper, Caliper
minecolonies:scepterguard, Guard-scepter
minecolonies:supplycampdeployer, SupplyCamp Chest
minecolonies:ancienttome, Ancient Tome
minecolonies:chiefsword, Chief Sword
minecolonies:clipboard, Clipboard
minecolonies:compost, Compost
minecolonies:resourcescroll, Resource-Scroll
minecolonies:iron_scimitar, Scimitar
minecolonies:pirate_hat, Pirate Hat
minecolonies:pirate_top, Pirate Top
minecolonies:pirate_leggins, Pirate Leggings
minecolonies:pirate_boots, Pirate Boots
minecolonies:pirate_cap, Pirate Cap
minecolonies:pirate_chest, Pirate Chest
minecolonies:pirate_legs, Pirate Legs
minecolonies:pirate_shoes, Pirate Shoes
minecolonies:sizesettlement, item.minecolonies.sizeSettlement.name
minecolonies:sizetown, item.minecolonies.sizeTown.name
minecolonies:sizecity, item.minecolonies.sizeCity.name
minecolonies:sizemetropolis, item.minecolonies.sizeMetropolis.name
minecolonies:santa_hat, Santa hat
minecolonies:blockhutbaker, Bakery
minecolonies:blockhutblacksmith, Blacksmith
minecolonies:blockhutbuilder, Builder's Hut
minecolonies:blockhutcitizen, Citizen's Hut
minecolonies:blockhutdeliveryman, Deliveryman
minecolonies:blockhutfarmer, Farm
minecolonies:blockhutfield, Field
minecolonies:blockhutfisherman, Fisherman's Hut
minecolonies:blockhutguardtower, GuardTower
minecolonies:blockhutlumberjack, Lumberjack's Hut
minecolonies:blockhutminer, Mine
minecolonies:blockhutstonemason, Stonemason
minecolonies:blockhuttownhall, Town Hall
minecolonies:blockhutwarehouse, Warehouse
minecolonies:blockhutshepherd, Shepherd's Hut
minecolonies:blockhutcowboy, Cowboy's Hut
minecolonies:blockhutswineherder, SwineHerders's Hut
minecolonies:blockhutchickenherder, ChickenHerders's Hut
minecolonies:blockhutbarrackstower, BarracksTower
minecolonies:blockhutbarracks, Barracks
minecolonies:blockhutcook, Restaurant
minecolonies:blockhutsmeltery, Smeltery
minecolonies:blockhutcomposter, Composter Hut
minecolonies:blockhutlibrary, Library
minecolonies:blockhutarchery, Archery
minecolonies:blockhutcombatacademy, Combat Academy
minecolonies:blockhutsawmill, Sawmill
minecolonies:blockhutstonesmeltery, Stone Smeltery
minecolonies:blockhutcrusher, Crusher
minecolonies:blockhutsifter, Sifter
minecolonies:blockconstructiontape, Construction tape
minecolonies:blockbarrackstowersubstitution, BarracksTower Placeholder
minecolonies:blockminecoloniesrack, Rack
minecolonies:blockwaypoint, Waypoint placeholder
minecolonies:blockinfoposter, tile.minecolonies.blockInfoPoster.name
minecolonies:barrel_block:0, Barrel
minecolonies:blockpostbox, Postbox
minecolonies:decorationcontroller, Decoration Controller
astralsorcery:itemcraftingcomponent:0, Aquamarine
astralsorcery:itemcraftingcomponent:1, Starmetal Ingot
astralsorcery:itemcraftingcomponent:2, Stardust
astralsorcery:itemcraftingcomponent:3, Glass Lens
astralsorcery:itemcraftingcomponent:4, Resonating Gem
astralsorcery:itemcraftingcomponent:5, Parchment
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:iteminfusedglass, Infused Glass
astralsorcery:itemrockcrystalsimple:0, Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemcelestialcrystal:0, Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
